nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Jumlah Penduduk Pertengahan Tahun";"Tidak Ada";2022;Tahun;275773.8;Indonesia
"Jumlah Penduduk Pertengahan Tahun";"Tidak Ada";2021;Tahun;272682.5;Indonesia
"Jumlah Penduduk Pertengahan Tahun";"Tidak Ada";2020;Tahun;270203.9;Indonesia
"Jumlah Penduduk Pertengahan Tahun";"Tidak Ada";2019;Tahun;266911.9;Indonesia
"Jumlah Penduduk Pertengahan Tahun";"Tidak Ada";2018;Tahun;264161.6;Indonesia
